data,category
"I owned and managed the Pune operations strategy for Data/Research, Service, Tech Support, Photo, and
Freelance Operations and collaborated with the CFO, VP of Operations, CTO and other executive
stakeholders on the global strategy for the Client Operations department.
I worked on building a world-class client operation in Pune scaling the team from 1 employee to managing
directly/indirectly multiple locations worldwide over a span of approximately 150 people in New York,
Phoenix, and Pune.
",No_Label
"Achievements:
Impacted the bottom line positively through reduction in onboarding costs for new doctors and
clients and improving time to activation. Saved the company up to 80% in operational costs for
different workflows transitioned to Pune (over and above the cost difference) by creating
infrastructure that could allow us to have an effective satellite office, and through process
reengineering and improvements.
Led projects related to patient conversion in collaboration with Product and Engineering that
helped create significant top line impact.
I was the face of Operations for multiple major and minor product releases.
Invested in and grown the entire leadership bench for Pune and built strong leaders in other
locations as well.
Took over the leadership of the Technical Operations team during a troubled period and helped
streamline the leadership and create infrastructure and tools to enable strong operations while
dealing with complicated people dynamics in the global team.
",No_Label
".
",No_Label
"JAN 2011 - OCT 2011
DEPUTY MANAGER - CHARTING, ABACUS ANALYTICS (IMRB INTERNATIONAL)
",Work_Experience
"Managed a team that worked on charting and reporting for research analytics in collaboration with the
market research team and project leaders. Managed accounts and clients in multiple Asian countries and
Australia including Thailand, Vietnam, Indonesia, Singapore, etc.
Managed new migrations, process improvements, ISMS audits, deadlines, QA, coaching and development
amongst other things.
",No_Label
"1. Transition of business from Korea to Pune was in an extremely sensitive situation when I joined
the team. The clients were unhappy about the quality and timelines for projects. I liaised with the
top management to the executive level to understand their needs. My team and I came up with
innovative solutions and implemented them with a can-do attitude working within our limitations
to make sure that we not only met but exceeded our client expectations, thus successfully
retaining the business.
2. Attrition in the process was extremely high when I took over the project. My first challenge was to
understand the business and the profile of people required to do the job successfully. After
understanding the same, I changed current recruitment steps and introduced new tests to give us
a more suitable staff thus enabling us to bring down the attrition %.
3. Won new business for automation from the Australian Client. I got the team successfully trained
from staff in Mumbai to be able to handle this crucial business thus building a strong reputation
for us with the client.
",No_Label
"2
",No_Label
"4.
",No_Label
"Recommended automations to our Thai and Indonesian clients which were approved and then
successfully implemented saving the client time and money.
",No_Label
"JUNE 2009 - DEC 2010
TEAM LEAD – CUSTODIAN OPERATIONS, BNY MELLON
",Work_Experience
"JAN 2004 - MAY 2009
FEB 2007 ONWARDS: TEAM LEAD – VOICE OPERATIONS, MPHASIS BPO SERVICES
OCT 2004 – FEB 2007: QUALITY ASSURANCE AND SENIOR QUALITY ASSURANCE REPRESENTATIVE
JAN 2004 - OCT 2004: CUSTOMER SERVICE REPRESENTATIVE
",Work_Experience
"EDUCATION
",No_Label
"JULY 2012
MASTER'S DEGREE IN ECONOMICS, PUNE UNIVERSITY
Obtained a first class.
",Education
"JUNE 2006
BACHELOR'S DEGREE IN ECONOMICS, S.P. COLLEGE, PUNE
Obtained a first class.
",Education
"JUNE 2012
B2.2 LEVEL IN GERMAN, MAX MUELLER BHAVAN
Topped my class for 4 out 5 exams. Studied C1 as well but haven't appeared for the exam.
",Education
"SKILLS
",No_Label
".
",No_Label
"Emotional Intelligence
Communication
Change Management
Process Re-engineering
Influencing
Metrics/Data Modeling/ Analytics
",Skills
".
",No_Label
"Coaching and Development
Strategy
Profitability
Global Collaboration
Lean Scalable Operations
Execution
",Skills
".
",No_Label
"ACTIVITIES
",No_Label
"I am the founder of a social media group called “WCDAG” that focuses on gender-empowerment. It's a fast-growing group where I can coach volunteers on developing their project management skills while running
campaigns to create awareness around sensitive issues related to gender equality and equity.
I am an avid reader and love writing. In my free time I have authored a romance novel that garnered some
interest and feedback from a couple of publishers although it isn't published.
I speak and read Tamil, Hindi, Marathi, English, and German fluently and have exposure to multiple other
Indian languages and Spanish.
",No_Label
"3
",No_Label
"Rajesh N
Rajnhrr@gmail.com . Mobile +91-9901533463
",Personal
"Profile
",No_Label
"1+ years of total IT industrial experience with excellent client-facing and presentation
skills, energetic and self-motivated with willingness to learn new technologies.
",No_Label
"Skills Summary
",No_Label
".
",No_Label
"Programming -C, HTML, XML, SQL, SAS - Intermediate.
Other Tools – Microsoft Excel, PowerPoint, Visio, Word, SQL Server, SharePoint 2013.
Operating systems - Windows Server 2003, 2008, Windows 7,8, Basic Unix and Linux
Bug Tracking and Reporting Tools - HP Service Manager (ITIL), JIRA.
",Skills
"Professional Summary
Hands on experience in Business Analysis & Risk management providing application
support in analyzing, reporting, monitoring & troubleshooting automated job operations.
Hands on experience on Data analysis & Reporting, Incident Management, Risk
Management, Business Understanding, Data Management and IT Service Management.
Minimal knowledge on Tableau, QlikView and ETL Process.
",No_Label
".
",No_Label
"Chronological summary
",No_Label
"of job experience
",No_Label
"-
",No_Label
".
",No_Label
"Project Name – Uniper | Client – Uniper | Role – Analyst L2
Employer - Sapient Global Markets | Duration - Sept 2017 to Present
Project Description - Uniper is a German based energy company formed by the separation
of EON - World's largest Energy service providing company. Sapient is involved in providing
IT Services to Uniper a separated entity of Eon.
Roles and Responsibilities –
Analyzing the Business Data, Reporting, Investigating and Determining Root Cause
Analysis (RCA) and monitoring EOD batches along with performing pre-checks.
Initiate, plan, execute, monitor, and control Business Analysis activities within
agreed parameters of cost, me and quality.
Providing support to Front and back office operations like Reporting, Deal booking,
Accounting, Power & Gas scheduling, Regulations, PnL and MTM reporting support
to Market risk/Credit risk teams.
✓ Send DSR (Daily Status Report) every day to the client after Backups are complete
along with to attend the daily scheduled scrum call and provide updates to team.
Creating reports on analyzing the logger files to find out the root cause of the
problem & provide the resolution.
",Work_Experience
"v
",No_Label
"Liaised with business users/client managers/specialists to proactively understand
challenges and issues.
Logging incidents into the respective portals and taking it forward with L3 / Global
Support teams for resolution.
Basic administrator's activities like clearing of users, creating / modifying basic
reports / minor changes.
✓ Problem Escalation to Development and Onsite Team as well as Management
Team, also Involved in preparing monthly reports on Incidents reported, Service
Requests raised and Change request raised for client reporting.
✓ Creation of Knowledge Base and train new member in a team and proactively
improved processes and procedures in team.
",No_Label
"Project Name - Shell AMS | Client - Shell Trading | Role – Analyst
",Work_Experience
"Employer – Accenture Services Private Limited | Duration - Oct 2015 to Nov 2016
",Work_Experience
"-
",No_Label
".
",No_Label
"Project Description - Royal Dutch Shell plc, commonly known as Shell, is a British-Dutch
multinational oil and gas company. Shell is one of the Diamond Client of Accenture.
Accenture is involved in providing IT Services to Shell along with production support in
about 120 applications owned by Shell and some of its external vendors.
Roles and Responsibilities –
✓ Analyzing the Business Data, Investigating and Determining RCA and Monitoring
to support SOD and EOD process.
✓ Incident management along with ensuring that SLAs are met, and running metrics
and reporting.
Worked on Informatica Power Center Client Tools Workflow Manager & Workflow
Monitor giving support to make sure the EOD tasks run smooth.
✓ Liaised with business users/client managers/specialists to proactively understand
challenges and issues.
✓ Reviewed and recommended to the client new business processes to increase
efficiency and reduce redundancy.
Handled 30+ Business critical applications to support SOD and EOD process for
Royal Dutch Shell Trading.
Interpreting data reporting and analyzing results to find the root causes of
incidents and document the same.
✓ Business Applications monitoring and troubleshooting automated jobs in various
application dealing with day to day operations with proper escalations to the
appropriate team.
✓ Creation of Knowledge Base and FAQs & Provide knowledge transfer and train new
member in a team and proactively improved processes and procedures in team.
",No_Label
